Date, Open, High, Low, Close, Volume
07/15/25, 226.20, 227.27, 225.455, 226.35, 34907289
07/14/25, 225.07, 226.66, 224.24, 225.69, 35702602
07/11/25, 223.58, 226.6799, 222.37, 225.02, 50518312
07/10/25, 221.55, 222.79, 219.70, 222.26, 30370590
07/09/25, 221.07, 224.29, 220.47, 222.54, 38155121
07/08/25, 223.915, 224.00, 218.43, 219.36, 45691992
07/07/25, 223.00, 224.29, 222.37, 223.47, 36604141
07/03/25, 221.82, 224.01, 221.36, 223.41, 29632350
07/02/25, 219.73, 221.60, 219.06, 219.92, 30894180
07/01/25, 219.50, 221.875, 217.93, 220.46, 39256832
06/30/25, 223.52, 223.82, 219.12, 219.39, 58887781
06/27/25, 219.92, 223.30, 216.74, 223.30, 119217102
06/26/25, 213.12, 218.035, 212.01, 217.12, 50480809
06/25/25, 214.615, 216.03, 211.11, 211.99, 31755699
06/24/25, 212.135, 214.34, 211.045, 212.77, 38378762
06/23/25, 209.79, 210.39, 207.3101, 208.47, 37311727
06/20/25, 214.68, 214.89, 208.2709, 209.69, 75350727
06/18/25, 215.09, 217.96, 212.34, 212.52, 44360512
06/17/25, 215.195, 217.41, 214.56, 214.82, 32086260
06/16/25, 212.31, 217.06, 211.60, 216.10, 33284160
06/13/25, 209.96, 214.05, 209.62, 212.10, 29337760
06/12/25, 211.78, 213.58, 211.33, 213.24, 27639990
06/11/25, 217.41, 218.40, 212.89, 213.20, 39325980
06/10/25, 216.78, 217.69, 214.15, 217.61, 31303320
06/09/25, 214.75, 217.85, 212.88, 216.98, 38102500
06/06/25, 212.40, 213.8699, 210.50, 213.57, 39832500
06/05/25, 209.55, 212.81, 207.56, 207.91, 51979238
06/04/25, 206.55, 208.18, 205.18, 207.23, 29915590
06/03/25, 207.105, 208.9469, 205.03, 205.71, 33139121
06/02/25, 204.98, 207.00, 202.68, 206.65, 29113320
05/30/25, 204.84, 205.99, 201.695, 205.01, 51679406
05/29/25, 208.025, 208.81, 204.23, 205.70, 34700008
05/28/25, 205.915, 207.66, 204.41, 204.72, 28549750
05/27/25, 203.085, 206.69, 202.19, 206.02, 34892039
05/23/25, 198.90, 202.37, 197.85, 200.99, 33393551
05/22/25, 201.38, 205.76, 200.16, 203.10, 38938879
05/21/25, 201.61, 203.455, 200.06, 201.12, 42460922
05/20/25, 204.628, 205.5899, 202.65, 204.07, 29470369
05/19/25, 201.645, 206.62, 201.26, 206.16, 34314809
05/16/25, 206.85, 206.85, 204.374, 205.59, 43318480
05/15/25, 206.45, 206.88, 202.673, 205.17, 64347320
05/14/25, 211.45, 211.93, 208.85, 210.25, 38492129
05/13/25, 211.08, 214.84, 210.10, 211.37, 56193680
05/12/25, 210.71, 211.66, 205.75, 208.64, 75205039
05/09/25, 193.375, 194.69, 191.16, 193.06, 29663141
05/08/25, 191.43, 194.33, 188.82, 192.08, 41043621
05/07/25, 185.56, 190.99, 185.01, 188.71, 44002930
05/06/25, 184.57, 187.93, 183.85, 185.01, 29314061
05/05/25, 186.51, 188.18, 185.53, 186.35, 35217473
05/02/25, 191.435, 192.88, 186.40, 189.98, 77903484
05/01/25, 190.63, 191.8071, 187.50, 190.20, 74265961
04/30/25, 182.17, 185.05, 178.85, 184.42, 55176539
04/29/25, 183.99, 188.0158, 183.68, 187.39, 41667262
04/28/25, 190.105, 190.22, 184.885, 187.70, 33224730
04/25/25, 187.62, 189.94, 185.49, 188.99, 36414328
04/24/25, 180.915, 186.74, 180.18, 186.54, 43763199
04/23/25, 183.45, 187.38, 180.19, 180.60, 63470152
04/22/25, 169.845, 176.78, 169.35, 173.18, 56607199
04/21/25, 169.60, 169.60, 165.285, 167.32, 48126113
04/17/25, 176.00, 176.21, 172.00, 172.61, 44726449
04/16/25, 176.29, 179.1046, 171.41, 174.33, 51875320
04/15/25, 181.41, 182.35, 177.9331, 179.59, 43641953
04/14/25, 186.84, 187.44, 179.23, 182.12, 48002539
04/11/25, 179.93, 185.86, 178.00, 184.87, 50594340
04/10/25, 185.44, 186.8692, 175.8518, 181.22, 68302047
04/09/25, 172.115, 192.65, 169.93, 191.10, 116804305
04/08/25, 185.23, 185.90, 168.57, 170.66, 87710359
04/07/25, 162.00, 183.4099, 161.38, 175.26, 109327102
04/04/25, 167.145, 178.1436, 166.00, 171.00, 123159398
04/03/25, 182.995, 184.13, 176.92, 178.41, 95553617
04/02/25, 187.66, 198.34, 187.66, 196.01, 53679199
04/01/25, 187.86, 193.93, 187.20, 192.17, 41267320
03/31/25, 188.19, 191.33, 184.40, 190.26, 63547559
03/28/25, 198.42, 199.26, 191.881, 192.72, 52548230
03/27/25, 200.89, 203.79, 199.2821, 201.36, 27317660
03/26/25, 205.835, 206.01, 199.925, 201.13, 32990969
03/25/25, 203.595, 206.21, 203.22, 205.71, 31171160
03/24/25, 200.00, 203.64, 199.95, 203.26, 41625367
03/21/25, 192.90, 196.99, 192.52, 196.21, 60056922
03/20/25, 193.07, 199.32, 192.30, 194.95, 38921113
03/19/25, 193.38, 195.965, 191.96, 195.54, 39442879
03/18/25, 192.52, 194.00, 189.38, 192.82, 40414871
03/17/25, 198.77, 199.00, 194.3247, 195.74, 47341754
03/14/25, 197.41, 198.65, 195.32, 197.95, 38096660
03/13/25, 198.165, 198.8799, 191.82, 193.89, 41270762
03/12/25, 200.72, 201.52, 195.29, 198.89, 43679281
03/11/25, 193.90, 200.18, 193.40, 196.59, 54002879
03/10/25, 195.60, 196.73, 190.85, 194.54, 62350930
03/07/25, 199.49, 202.2653, 192.53, 199.25, 59802820
03/06/25, 204.40, 205.77, 198.3015, 200.70, 49863762
03/05/25, 204.80, 209.98, 203.26, 208.36, 38610090
03/04/25, 200.11, 206.80, 197.432, 203.80, 60853078
03/03/25, 213.352, 214.01, 202.55, 205.02, 42948449
02/28/25, 208.65, 212.62, 206.99, 212.28, 51771738
02/27/25, 218.35, 219.97, 208.37, 208.74, 40548566
02/26/25, 214.94, 218.16, 213.09, 214.35, 39120602
02/25/25, 211.63, 213.34, 204.16, 212.80, 58957980
02/24/25, 217.45, 217.715, 212.42, 212.71, 42387594
02/21/25, 223.28, 223.31, 214.74, 216.58, 55323848
02/20/25, 224.775, 225.13, 221.81, 222.88, 30001670
02/19/25, 225.52, 226.83, 223.71, 226.63, 28566711
02/18/25, 228.82, 229.30, 223.72, 226.65, 42975129
02/14/25, 229.20, 229.89, 227.23, 228.68, 27031080
02/13/25, 228.85, 230.42, 227.52, 230.37, 31346510
02/12/25, 230.46, 231.18, 228.16, 228.93, 32285250
02/11/25, 231.92, 233.44, 230.13, 232.76, 23713730
02/10/25, 230.545, 233.92, 229.20, 233.14, 35419930
02/07/25, 232.50, 234.81, 228.06, 229.15, 77539281
02/06/25, 238.01, 239.6599, 236.01, 238.83, 60897102
02/05/25, 237.02, 238.32, 235.20, 236.17, 38832039
02/04/25, 239.01, 242.52, 238.03, 242.06, 29713811
02/03/25, 234.06, 239.25, 232.90, 237.42, 37285871
01/31/25, 236.50, 240.29, 236.41, 237.68, 36162379
01/30/25, 237.14, 237.95, 232.22, 234.64, 32020730
01/29/25, 239.015, 240.39, 236.15, 237.07, 26091721
01/28/25, 234.29, 241.77, 233.98, 238.15, 41587191
01/27/25, 226.21, 235.61, 225.86, 235.42, 49428328
01/24/25, 234.50, 236.40, 232.93, 234.85, 25890740
01/23/25, 234.10, 235.52, 231.51, 235.42, 26404359
01/22/25, 232.02, 235.44, 231.19, 235.01, 41448219
01/21/25, 228.90, 231.78, 226.94, 230.71, 39951461
01/17/25, 225.84, 226.51, 223.08, 225.94, 42370121
01/16/25, 224.42, 224.65, 220.31, 220.66, 24757279
01/15/25, 222.83, 223.57, 220.75, 223.35, 31291260
01/14/25, 220.44, 221.82, 216.20, 217.76, 24711650
01/13/25, 218.06, 219.40, 216.47, 218.46, 27262660
01/10/25, 221.46, 221.71, 216.50, 218.94, 36811527
01/08/25, 223.185, 223.52, 220.20, 222.13, 25033289
01/07/25, 227.90, 228.381, 221.46, 222.11, 28084160
01/06/25, 226.78, 228.835, 224.84, 227.61, 31849830
01/03/25, 222.505, 225.36, 221.62, 224.19, 27515609
01/02/25, 222.03, 225.15, 218.19, 220.22, 33956578
12/31/24, 222.965, 223.2299, 218.94, 219.39, 24819660
12/30/24, 220.06, 222.9972, 218.43, 221.30, 28321240
12/27/24, 225.60, 226.03, 220.90, 223.75, 27367150
12/26/24, 228.50, 228.50, 226.6706, 227.05, 16174500
12/24/24, 226.94, 229.14, 226.13, 229.05, 15007500
12/23/24, 225.01, 226.88, 223.90, 225.06, 28070010
12/20/24, 219.84, 226.21, 218.73, 224.92, 88279188
12/19/24, 224.91, 226.09, 222.92, 223.29, 39918738
12/18/24, 230.77, 231.3999, 220.11, 220.52, 43281441
12/17/24, 232.39, 232.73, 227.85, 231.15, 35948129
12/16/24, 230.23, 233.00, 228.01, 232.93, 37552102
12/13/24, 228.40, 230.20, 225.8608, 227.46, 28768080
12/12/24, 229.83, 231.09, 227.63, 228.97, 28204080
12/11/24, 226.41, 231.20, 226.26, 230.26, 35385793
12/10/24, 226.09, 229.06, 224.2002, 225.04, 31199859
12/09/24, 227.21, 230.08, 225.67, 226.09, 46819359
12/06/24, 220.75, 227.15, 220.60, 227.03, 44178070
12/05/24, 218.03, 222.15, 217.30, 220.55, 41140219
12/04/24, 215.96, 220.00, 215.75, 218.16, 48745719
12/03/24, 210.31, 214.02, 209.65, 213.44, 32214830
12/02/24, 209.96, 212.99, 209.5101, 210.71, 39523191
11/29/24, 205.83, 208.20, 204.59, 207.89, 24892449
11/27/24, 206.98, 207.64, 205.05, 205.74, 28061641
11/26/24, 201.90, 208.00, 201.79, 207.86, 41673738
11/25/24, 199.28, 201.9499, 199.00, 201.45, 40685672
11/22/24, 198.25, 199.2599, 196.75, 197.12, 31530840
11/21/24, 203.49, 203.49, 195.75, 198.38, 58800039
11/20/24, 202.98, 203.13, 199.45, 202.88, 32768988
11/19/24, 199.33, 205.30, 198.78, 204.61, 31197869
11/18/24, 204.15, 204.67, 200.95, 201.70, 36512473
11/15/24, 206.76, 207.34, 199.61, 202.61, 86591133
11/14/24, 214.16, 215.90, 210.88, 211.48, 42620312
11/13/24, 209.40, 215.09, 209.14, 214.10, 46212941
11/12/24, 208.37, 209.54, 206.01, 208.91, 38942922
11/11/24, 208.50, 209.65, 205.59, 206.84, 35456008
11/08/24, 209.72, 209.9633, 207.44, 208.18, 36075848
11/07/24, 207.44, 212.25, 207.19, 210.05, 52878379
11/06/24, 200.01, 207.55, 199.14, 207.09, 72292172
11/05/24, 196.04, 199.82, 195.99, 199.50, 30564779
11/04/24, 196.45, 197.33, 194.3101, 195.78, 38492059
11/01/24, 199.00, 200.50, 197.02, 197.93, 99687852
10/31/24, 190.51, 190.60, 185.23, 186.40, 75146758
10/30/24, 194.695, 195.61, 192.42, 192.73, 37707551
10/29/24, 188.58, 191.4599, 187.815, 190.83, 35690160
10/28/24, 189.565, 190.21, 188.21, 188.39, 27930840
10/25/24, 187.85, 190.45, 187.53, 187.83, 29362061
10/24/24, 185.25, 187.11, 183.86, 186.38, 21647400
10/23/24, 188.85, 189.16, 183.69, 184.71, 31937090
10/22/24, 188.35, 191.5201, 186.975, 189.70, 29650590
10/21/24, 188.05, 189.46, 186.40, 189.07, 24639391
10/18/24, 187.15, 190.74, 186.28, 188.99, 37417672
10/17/24, 188.22, 188.94, 186.00, 187.53, 25039410
10/16/24, 187.05, 187.78, 185.61, 186.89, 23456811
10/15/24, 187.63, 188.41, 184.58, 187.69, 32178930
10/14/24, 189.78, 189.83, 187.36, 187.54, 22614410
10/11/24, 186.63, 189.9284, 186.30, 188.82, 25751561
10/10/24, 187.13, 188.134, 185.83, 186.65, 27785039
10/09/24, 182.82, 185.845, 182.05, 185.17, 26343119
10/08/24, 181.915, 183.09, 180.92, 182.72, 26372090
10/07/24, 182.95, 183.60, 180.25, 180.80, 42364199
10/04/24, 185.75, 187.60, 183.60, 186.51, 41079008
10/03/24, 183.045, 183.44, 180.875, 181.96, 30204301
10/02/24, 184.44, 186.60, 184.04, 184.76, 23704061
10/01/24, 184.90, 186.19, 183.4519, 185.13, 36044910
09/30/24, 187.14, 188.49, 184.65, 186.33, 41680398
09/27/24, 190.68, 190.90, 187.34, 187.97, 36002320
09/26/24, 194.31, 194.53, 189.54, 191.16, 36334848
09/25/24, 193.75, 193.9498, 192.16, 192.53, 26391141
09/24/24, 194.27, 195.37, 190.13, 193.96, 43478930
09/23/24, 191.64, 194.45, 190.57, 193.88, 36993113
09/20/24, 190.23, 191.84, 187.41, 191.60, 100378602
09/19/24, 190.04, 190.99, 188.47, 189.87, 39543168
09/18/24, 186.45, 188.80, 185.06, 186.43, 34448129
09/17/24, 186.85, 189.45, 186.14, 186.88, 26091680
09/16/24, 185.29, 185.81, 183.36, 184.89, 26065490
09/13/24, 187.00, 188.50, 185.91, 186.49, 26495350
09/12/24, 184.80, 187.41, 183.54, 187.00, 33622480
09/11/24, 180.095, 184.99, 175.73, 184.52, 42564699
09/10/24, 177.49, 180.50, 176.79, 179.55, 36233801
09/09/24, 174.53, 175.85, 173.51, 175.40, 29037359
09/06/24, 177.24, 178.38, 171.16, 171.39, 41466539
09/05/24, 175.00, 179.875, 174.995, 177.89, 40170527
09/04/24, 174.48, 175.98, 172.54, 173.33, 30309230
09/03/24, 177.55, 178.26, 175.26, 176.25, 37751800
08/30/24, 172.78, 178.90, 172.60, 178.50, 43429359
08/29/24, 173.22, 174.29, 170.81, 172.12, 26407820
08/28/24, 173.69, 173.69, 168.92, 170.80, 29045029
08/27/24, 174.15, 174.89, 172.25, 173.12, 29841980
08/26/24, 176.70, 177.4682, 174.30, 175.50, 22366240
08/23/24, 177.34, 178.9699, 175.24, 177.04, 29150090
08/22/24, 181.38, 181.47, 175.68, 176.13, 32047480
08/21/24, 179.92, 182.385, 178.8937, 180.11, 35599121
08/20/24, 177.92, 179.01, 177.4308, 178.88, 26255199
08/19/24, 177.64, 178.30, 176.16, 178.22, 31129811
08/16/24, 177.04, 178.34, 176.2601, 177.06, 31489180
08/15/24, 174.86, 177.91, 173.99, 177.59, 51698512
08/14/24, 172.11, 172.28, 168.86, 170.10, 28843801
08/13/24, 167.81, 171.04, 167.10, 170.23, 39237922
08/12/24, 168.14, 168.55, 166.1101, 166.80, 30072789
08/09/24, 166.40, 168.55, 165.85, 166.94, 36401047
08/08/24, 165.165, 166.6899, 162.55, 165.80, 44616207
08/07/24, 166.55, 167.58, 161.43, 162.77, 48408238
08/06/24, 161.71, 165.08, 158.5404, 161.93, 59950832
08/05/24, 154.21, 162.96, 151.61, 161.02, 83149438
08/02/24, 166.75, 168.77, 160.55, 167.90, 141448406
08/01/24, 189.285, 190.60, 181.87, 184.07, 70435641
07/31/24, 185.05, 187.94, 184.46, 186.98, 41667328
07/30/24, 184.72, 185.86, 179.38, 181.71, 39508566
07/29/24, 183.84, 184.75, 182.38, 183.20, 33270121
07/26/24, 180.39, 183.19, 180.24, 182.50, 29505961
07/25/24, 182.91, 183.8958, 176.80, 179.85, 44464160
07/24/24, 183.20, 185.45, 180.41, 180.83, 41532359
07/23/24, 184.10, 189.39, 183.56, 186.41, 47537672
07/22/24, 185.00, 185.06, 182.48, 182.55, 39931922
07/19/24, 181.14, 184.93, 180.11, 183.13, 43081832
07/18/24, 189.59, 189.68, 181.448, 183.75, 51043633
07/17/24, 191.35, 191.58, 185.99, 187.93, 48076141
07/16/24, 195.59, 196.62, 192.24, 193.02, 33994711
07/15/24, 194.56, 196.19, 190.83, 192.72, 40683230
07/12/24, 194.80, 196.47, 193.8301, 194.49, 30598529
07/11/24, 200.09, 200.2699, 192.86, 195.05, 44565039
07/10/24, 199.995, 200.11, 197.69, 199.79, 32883750
07/09/24, 199.40, 200.57, 199.045, 199.34, 32756740
07/08/24, 200.04, 201.20, 197.96, 199.29, 34767262
07/05/24, 198.65, 200.55, 198.17, 200.00, 39858887
07/03/24, 199.94, 200.029, 196.7601, 197.59, 31597930
07/02/24, 197.28, 200.43, 195.93, 200.00, 45600008
07/01/24, 193.49, 198.2957, 192.82, 197.20, 41192008
06/28/24, 197.73, 198.85, 192.50, 193.25, 76930195
06/27/24, 195.005, 199.84, 194.20, 197.85, 74397484
06/26/24, 186.92, 194.80, 186.26, 193.61, 65103887
06/25/24, 186.81, 188.84, 185.42, 186.34, 45898480
06/24/24, 189.33, 191.00, 185.33, 185.57, 50610379
06/21/24, 187.80, 189.275, 185.86, 189.08, 72931750
06/20/24, 182.91, 186.51, 182.72, 186.10, 44726781
06/18/24, 183.735, 184.29, 181.43, 182.81, 36659160
06/17/24, 182.52, 185.00, 181.22, 184.06, 35601910
06/14/24, 183.08, 183.72, 182.23, 183.66, 25456410
06/13/24, 186.09, 187.67, 182.666, 183.83, 39721551
06/12/24, 188.015, 188.35, 185.43, 186.89, 33984219
06/11/24, 187.06, 187.77, 184.5373, 187.23, 27265109
06/10/24, 184.07, 187.23, 183.79, 187.06, 34494500
06/07/24, 184.90, 186.2888, 183.36, 184.30, 28021471
06/06/24, 181.745, 185.00, 181.49, 185.00, 31371150
06/05/24, 180.10, 181.50, 178.75, 181.28, 32116391
06/04/24, 177.64, 179.82, 176.44, 179.34, 27198391
06/03/24, 177.70, 178.70, 175.92, 178.34, 30786641
05/31/24, 178.30, 179.21, 173.87, 176.44, 58903941
05/30/24, 181.31, 181.34, 178.355, 179.32, 29249230
05/29/24, 181.70, 184.08, 181.55, 182.02, 32009289
05/28/24, 179.93, 182.24, 179.49, 182.15, 29926961
05/24/24, 181.65, 182.435, 180.30, 180.75, 27471641
05/23/24, 183.66, 184.76, 180.08, 181.05, 33670168
05/22/24, 183.88, 185.22, 181.9715, 183.13, 28148779
05/21/24, 182.30, 183.26, 180.75, 183.15, 50839129
05/20/24, 184.34, 186.665, 183.28, 183.54, 30511770
05/17/24, 183.76, 185.30, 183.35, 184.70, 33175660
05/16/24, 185.60, 187.31, 183.46, 183.63, 38834449
05/15/24, 185.97, 186.7193, 182.73, 185.99, 75459930
05/14/24, 183.82, 187.72, 183.45, 187.07, 38698160
05/13/24, 188.00, 188.31, 185.36, 186.57, 24898609
05/10/24, 189.16, 189.892, 186.93, 187.48, 34141770
05/09/24, 188.88, 191.70, 187.44, 189.50, 43368379
05/08/24, 187.44, 188.43, 186.385, 188.00, 26136350
05/07/24, 188.92, 189.94, 187.305, 188.76, 34048898
05/06/24, 186.28, 188.745, 184.80, 188.70, 34725301
05/03/24, 186.99, 187.87, 185.42, 186.21, 39172000
05/02/24, 180.85, 185.10, 179.91, 184.72, 54303512
05/01/24, 181.635, 185.15, 176.56, 179.00, 94645148
04/30/24, 181.09, 182.99, 174.80, 175.00, 94639789
04/29/24, 182.75, 183.53, 179.39, 180.96, 54063941
04/26/24, 177.795, 180.82, 176.13, 179.62, 43919770
04/25/24, 169.68, 173.92, 166.32, 173.67, 49249391
04/24/24, 179.94, 180.323, 176.18, 176.59, 34185113
04/23/24, 178.08, 179.93, 175.975, 179.54, 37046520
04/22/24, 176.94, 178.87, 174.56, 177.23, 37924887
04/19/24, 178.74, 179.00, 173.44, 174.63, 56000727
04/18/24, 181.47, 182.39, 178.65, 179.22, 30723789
04/17/24, 184.31, 184.57, 179.82, 181.28, 31359670
04/16/24, 183.27, 184.83, 182.26, 183.32, 32891270
04/15/24, 187.425, 188.69, 183.00, 183.62, 48052398
04/12/24, 187.72, 188.38, 185.08, 186.13, 38608848
04/11/24, 186.74, 189.77, 185.51, 189.05, 40020738
04/10/24, 182.765, 186.2699, 182.67, 185.95, 35879152
04/09/24, 187.24, 187.34, 184.20, 185.67, 36546953
04/08/24, 186.90, 187.29, 184.81, 185.19, 39221281
04/05/24, 182.38, 186.27, 181.97, 185.07, 42373992
04/04/24, 184.00, 185.10, 180.00, 180.00, 41624262
04/03/24, 179.90, 182.87, 179.80, 182.41, 31046641
04/02/24, 179.07, 180.79, 178.3762, 180.69, 32611551
04/01/24, 180.79, 183.00, 179.95, 180.97, 29174520
03/28/24, 180.17, 181.70, 179.26, 180.38, 38051594
03/27/24, 179.88, 180.00, 177.3099, 179.83, 33272551
03/26/24, 180.15, 180.45, 177.95, 178.30, 29658980
03/25/24, 178.01, 180.99, 177.24, 179.71, 29815461
03/22/24, 177.752, 179.255, 176.75, 178.87, 27995381
03/21/24, 179.988, 181.415, 178.15, 178.15, 32824320
03/20/24, 176.14, 178.53, 174.64, 178.15, 29947150
03/19/24, 174.215, 176.09, 173.52, 175.90, 26880891
03/18/24, 175.80, 176.69, 174.28, 174.48, 31250689
03/15/24, 176.64, 177.93, 173.90, 174.42, 72147391
03/14/24, 177.69, 179.53, 176.465, 178.75, 43705840
03/13/24, 175.90, 177.62, 175.55, 176.555, 30772600
03/12/24, 173.50, 176.76, 171.98, 175.39, 36610602
03/11/24, 174.31, 174.47, 171.47, 171.96, 28484779
03/08/24, 176.44, 178.785, 174.33, 175.35, 37893238
03/07/24, 174.83, 177.99, 173.72, 176.82, 34063281
03/06/24, 175.54, 176.46, 173.26, 173.51, 32090930
03/05/24, 176.93, 176.93, 173.303, 174.12, 37228340
03/04/24, 177.53, 180.14, 177.49, 177.58, 37381520
03/01/24, 176.75, 178.725, 176.07, 178.22, 31981150
02/29/24, 173.01, 177.22, 172.85, 176.76, 53805359
02/28/24, 172.44, 174.05, 172.27, 173.16, 28180480
02/27/24, 174.075, 174.62, 172.86, 173.54, 31141730
02/26/24, 175.70, 176.37, 174.26, 174.73, 44368609
02/23/24, 174.28, 175.75, 173.70, 174.99, 59715238
02/22/24, 173.10, 174.80, 171.77, 174.58, 55392352
02/21/24, 168.94, 170.23, 167.14, 168.59, 44575621
02/20/24, 167.83, 168.71, 165.74, 167.08, 41980328
02/16/24, 168.74, 170.42, 167.17, 169.51, 48107738
02/15/24, 170.58, 171.17, 167.59, 169.80, 49855199
02/14/24, 169.21, 171.21, 168.28, 170.98, 42815539
02/13/24, 167.73, 170.95, 165.75, 168.64, 56345121
02/12/24, 174.80, 175.39, 171.54, 172.34, 51050441
02/09/24, 170.90, 175.00, 170.5803, 174.45, 56985992
02/08/24, 169.65, 171.43, 168.88, 169.84, 42316449
02/07/24, 169.48, 170.88, 168.94, 170.53, 47174059
02/06/24, 169.39, 170.71, 167.65, 169.15, 42505520
02/05/24, 170.20, 170.55, 167.70, 170.31, 55081301
02/02/24, 169.19, 172.50, 167.33, 171.81, 117218305
02/01/24, 155.87, 159.76, 155.62, 159.28, 76542414
01/31/24, 157.00, 159.01, 154.81, 155.20, 50284367
01/30/24, 160.70, 161.73, 158.49, 159.00, 45207434
01/29/24, 159.34, 161.29, 158.90, 161.26, 45270391
01/26/24, 158.42, 160.72, 157.91, 159.12, 51047352
01/25/24, 156.95, 158.505, 154.5501, 157.75, 43638594
01/24/24, 157.80, 158.51, 156.48, 156.87, 48547320
01/23/24, 154.85, 156.21, 153.93, 156.02, 37986039
01/22/24, 156.89, 157.05, 153.90, 154.78, 43687473
01/19/24, 153.83, 155.76, 152.74, 155.34, 51651633
01/18/24, 152.77, 153.775, 151.82, 153.50, 37850246
01/17/24, 151.49, 152.15, 149.91, 151.71, 34953359
01/16/24, 153.53, 154.99, 152.15, 153.16, 41384641
01/12/24, 155.39, 156.20, 154.01, 154.62, 40484160
01/11/24, 155.04, 157.17, 153.12, 155.18, 49072688
01/10/24, 152.06, 154.42, 151.881, 153.73, 44421832
01/09/24, 148.33, 151.71, 148.21, 151.37, 43812566
01/08/24, 146.74, 149.40, 146.15, 149.10, 46757047
01/05/24, 144.69, 146.59, 144.53, 145.24, 45153152
01/04/24, 145.59, 147.38, 144.05, 144.57, 56039809
01/03/24, 149.20, 151.05, 148.33, 148.47, 49425500
01/02/24, 151.54, 152.38, 148.39, 149.93, 47339422
12/29/23, 153.10, 153.89, 151.03, 151.94, 39823199
12/28/23, 153.72, 154.08, 152.95, 153.38, 27057000
12/27/23, 153.56, 154.78, 153.12, 153.34, 31434730
12/26/23, 153.56, 153.975, 153.03, 153.41, 25067221
12/22/23, 153.77, 154.35, 152.71, 153.42, 29514090
12/21/23, 153.30, 153.97, 152.10, 153.84, 36305727
12/20/23, 152.90, 155.63, 151.56, 152.12, 50322113
12/19/23, 154.40, 155.12, 152.69, 153.79, 43171289
12/18/23, 150.56, 154.855, 150.05, 154.07, 62512832
12/15/23, 148.38, 150.57, 147.88, 149.97, 110089297
12/14/23, 149.93, 150.54, 145.52, 147.42, 58400848
12/13/23, 148.12, 149.46, 146.82, 148.84, 52766199
12/12/23, 145.52, 147.50, 145.30, 147.48, 44944262
12/11/23, 145.66, 146.19, 143.64, 145.89, 50907289
12/08/23, 145.48, 147.84, 145.40, 147.42, 41905969
12/07/23, 146.15, 147.92, 145.34, 146.88, 52352832
12/06/23, 147.58, 147.85, 144.28, 144.52, 39678961
12/05/23, 143.55, 148.57, 143.13, 146.88, 46822406
12/04/23, 145.25, 145.35, 142.81, 144.84, 48294238
12/01/23, 146.00, 147.245, 145.55, 147.03, 39951832
11/30/23, 144.76, 146.93, 144.332, 146.09, 65814023
11/29/23, 147.85, 148.54, 145.97, 146.32, 40610910
11/28/23, 146.98, 147.5999, 145.53, 147.03, 42711680
11/27/23, 147.53, 149.26, 146.88, 147.73, 53762434
11/24/23, 146.70, 147.20, 145.32, 146.74, 22378381
11/22/23, 144.57, 147.74, 144.57, 146.71, 45700000
11/21/23, 143.91, 144.05, 141.50, 143.90, 71225992
11/20/23, 145.13, 146.63, 144.725, 146.13, 41978770
